//############################################################
//# -- INTERNATIONAL GAMING CENTER NETWORK
//# -- www.igc-network.com
//# -- (C) 2010-2014 IGC-Network (R)
//# ---------------------------------------------------------
//# -- Modify if you know what you do only!
//# -- File is a part of IGCN Group MuOnline Server files.
//############################################################

// [1] - Monster Level (maximum monster level considered in General Drop based on MonsterLevel/ItemDropLevel is 149)
// [2] - Magic Book (Items: Group: 15 ~ Indexes: 7-14, 16-19, 21, 23-24, 35, 44-48; Group: 12 ~ Index: 11)
// [3] - Jewel of Bless
// [4] - Jewel of Soul
// [5] - Jewel of Life
// [6] - Jewel of Creation
// [7] - Jewel of Chaos
// [8] - Other Items (all other items that are considered by general Drop System with Drop enabled)
// Total - per row must be equal to 1 - representing 10000000/10000000, 1% = 0.0100000

// Monsters above level 149 should have rates configured always to 0

// =====================================================================================================
//	[1] 	[2]			[3]			[4]			[5]			[6]			[7]			[8]			Total
// =====================================================================================================
// -----------------------------------------------------------------------------------------------------
	0		0			0			0			0			0			0			0			//	0
	1		0			0			0			0			0			0			1			//	1
	2		0			0			0			0			0			0			1			//	1
	3		0			0			0			0			0			0			1			//	1
	4		0			0			0			0			0			0			1			//	1
	5		0.0159821	0			0			0			0			0			0.9840179	//	1
	6		0.0124457	0			0			0			0			0			0.9875543	//	1
	7		0			0			0			0			0			0			1			//	1
	8		0.0101068	0			0			0			0			0			0.9898932	//	1
	9		0.0181631	0			0			0			0			0			0.9818369	//	1
	10		0.0169203	0			0			0			0			0			0.9830797	//	1
	11		0			0			0			0			0			0			1			//	1
	12		0.0148661	0			0			0			0			0			0.9851339	//	1
	13		0.019068	0			0			0.011735	0			0			0.969197	//	1
	14		0.0172904	0			0			0.011076	0			0			0.9716336	//	1
	15		0.0151989	0			0			0.009406	0			0			0.9753951	//	1
	16		0.0141648	0			0			0.0087495	0			0			0.9770857	//	1
	17		0.0188921	0			0			0.0087705	0			0			0.9723374	//	1
	18		0.0163501	0			0			0.0079655	0			0			0.9756844	//	1
	19		0.016078	0			0			0.0077415	0			0			0.9761805	//	1
	20		0.0157134	0			0			0.0071345	0			0			0.9771521	//	1
	21		0.0297941	0			0			0.011083	0			0			0.9591229	//	1
	22		0.0191725	0			0			0.007354	0			0			0.9734735	//	1
	23		0			0			0			0			0			0			1			//	1
	24		0.0165982	0			0			0.0079695	0			0			0.9754323	//	1
	25		0.0212871	0			0			0.0077315	0			0			0.9709814	//	1
	26		0.0198592	0.0014445	0			0.007538	0			0			0.9711583	//	1
	27		0			0			0			0			0			0			1			//	1
	28		0.0161859	0.001518	0			0.0072375	0			0			0.9750586	//	1
	29		0			0			0			0			0			0			1			//	1
	30		0.0177648	0.001273	0			0.0067925	0			0			0.9741697	//	1
	31		0			0			0			0			0			0			1			//	1
	32		0.0155479	0.0013285	0.001345	0.0074345	0			0			0.9743441	//	1
	33		0.0278561	0.0024775	0.0025535	0.0132		0			0			0.9539129	//	1
	34		0.0166187	0.0014535	0.0015595	0.0082255	0			0			0.9721428	//	1
	35		0			0			0			0			0			0			1			//	1
	36		0.0209331	0.001548	0.0015975	0.0084455	0			0			0.9674759	//	1
	37		0.0341722	0.002502	0.0024045	0.0123015	0			0			0.9486198	//	1
	38		0.0226641	0.0017705	0.0016245	0.008661	0			0			0.9652799	//	1
	39		0			0			0			0			0			0			1			//	1
	40		0.0272342	0.001621	0.0017895	0.008411	0			0			0.9609443	//	1
	41		0.0445922	0.0030395	0.002816	0.0138845	0			0			0.9356678	//	1
	42		0.0331154	0.0021515	0.002079	0.0106925	0			0			0.9519616	//	1
	43		0.0472469	0.0031525	0.003118	0.0154595	0			0			0.9310231	//	1
	44		0.041474	0.0030695	0.0032545	0.016225	0			0			0.935977	//	1
	45		0.0385291	0.002927	0.0031015	0.014749	0			0			0.9406934	//	1
	46		0.0350645	0.0025705	0.002527	0.0133105	0			0			0.9465275	//	1
	47		0.0352893	0.0028145	0.002528	0.0137055	0			0			0.9456627	//	1
	48		0.0335098	0.0023725	0.0025545	0.012993	0			0			0.9485702	//	1
	49		0.0291726	0.002672	0.0027935	0.0133975	0			0			0.9519644	//	1
	50		0.037129	0.002557	0.002827	0.0141435	0			0			0.9433435	//	1
	51		0.0318139	0.002305	0.002278	0.011714	0			0			0.9518891	//	1
	52		0.0382068	0.00327		0.002545	0.014319	0			0			0.9416592	//	1
	53		0.0360736	0.0027405	0.0025585	0.013992	0			0			0.9446354	//	1
	54		0.0201771	0.0024575	0.0026055	0.0125815	0			0			0.9621784	//	1
	55		0.0199736	0.0027425	0.002498	0.012189	0			0			0.9625969	//	1
	56		0.0198136	0.0026055	0.0025735	0.0120275	0			0			0.9629799	//	1
	57		0.0201204	0.0022835	0.0024615	0.012745	0			0			0.9623896	//	1
	58		0.0258646	0.003302	0.0032445	0.0163505	0			0			0.9512384	//	1
	59		0			0			0			0			0			0			1			//	1
	60		0.015922	0.0030855	0.0030135	0.0151545	0			0			0.9628245	//	1
	61		0.0150998	0.002689	0.002617	0.0142885	0			0			0.9653057	//	1
	62		0.0159545	0.0026775	0.002843	0.0149765	0			0			0.9635485	//	1
	63		0.0147623	0.0027995	0.0030285	0.0138505	0			0			0.9655592	//	1
	64		0.0164723	0.003033	0.0030415	0.015347	0			0			0.9621062	//	1
	65		0.0163235	0.0031555	0.0031255	0.0157345	0			0			0.961661	//	1
	66		0.0208067	0.0037435	0.003964	0.019784	0			0			0.9517018	//	1
	67		0.0197925	0.0039655	0.003716	0			0			0			0.972526	//	1
	68		0.019749	0.003707	0.0036205	0			0			0			0.9729235	//	1
	69		0.0081701	0.0029335	0.0031605	0			0			0			0.9857359	//	1
	70		0.0085173	0.0032055	0.0031865	0			0			0			0.9850907	//	1
	71		0			0			0			0			0			0			1			//	1
	72		0.0086789	0.0032035	0.0033425	0			0			0			0.9847751	//	1
	73		0			0			0			0			0			0			1			//	1
	74		0.0173778	0.0030095	0.0031495	0			0.003246	0			0.9732172	//	1
	75		0.0254012	0.003299	0.0033455	0			0.002991	0			0.9649633	//	1
	76		0.0246102	0.0029585	0.0033645	0			0.0032295	0			0.9658373	//	1
	77		0.0339047	0.003153	0.003227	0			0.0032965	0			0.9564188	//	1
	78		0.0349484	0.0031835	0.0033295	0			0.003212	0			0.9553266	//	1
	79		0.0229765	0.0029235	0.003083	0			0.0027515	0.003096	0.9651695	//	1
	80		0.0516778	0.0040185	0.0036865	0			0.003755	0.003896	0.9329662	//	1
	81		0.0505476	0.0037465	0.003588	0			0.0040795	0.0037625	0.9342759	//	1
	82		0.0524191	0.0039105	0.003808	0			0.0037065	0.0037125	0.9324434	//	1
	83		0.0700831	0.0035965	0.0038335	0			0.0036955	0.003789	0.9150024	//	1
	84		0.0839589	0.0045515	0.0044345	0			0.0041405	0.0044405	0.8984741	//	1
	85		0.0817381	0.004441	0.0044965	0			0.004615	0.004294	0.9004154	//	1
	86		0.0832712	0.0043705	0.0042255	0			0.004455	0.0043775	0.8993003	//	1
	87		0.0875651	0.0047275	0.0046445	0			0.004756	0.0045655	0.8937414	//	1
	88		0.0758274	0.003244	0.0034295	0			0.003456	0.0033685	0.9106746	//	1
	89		0			0			0			0			0			0			1			//	1
	90		0.0969848	0.0045035	0.0045605	0			0.0045035	0.004651	0.8847967	//	1
	91		0			0			0			0			0			0			1			//	1
	92		0.0679146	0.003152	0.0031265	0			0.00342		0.0031725	0.9192144	//	1
	93		0.0856537	0.0032775	0.003233	0			0.00294		0.003105	0.9017908	//	1
	94		0.0825533	0.00344		0.0034435	0			0.0035895	0.0031445	0.9038292	//	1
	95		0.0780759	0.003319	0.003285	0			0.003151	0.0032875	0.9088816	//	1
	96		0.0795775	0.003222	0.0034465	0			0.003377	0.0032095	0.9071675	//	1
	97		0.0750919	0.0030585	0.00311		0			0.0031425	0.003241	0.9123561	//	1
	98		0.0703387	0.003032	0.0031075	0			0.0029675	0.003032	0.9175223	//	1
	99		0.0475325	0.002749	0.002407	0			0.002422	0.0024565	0.942433	//	1
	100		0.0607186	0.0023395	0.0021275	0			0.002144	0.00219		0.9304804	//	1
	101		0.0579514	0.002026	0.0020665	0			0.0021565	0.0021125	0.9336871	//	1
	102		0.0427872	0.0018985	0.0018735	0			0.0020345	0.001744	0.9496623	//	1
	103		0			0			0			0			0			0			1			//	1
	104		0.0553007	0.0026375	0.002719	0			0.002499	0.002467	0.9343768	//	1
	105		0.0420836	0.001902	0.002008	0			0.0020085	0.00196		0.9500379	//	1
	106		0.0543916	0.00244		0.0026515	0			0.0026345	0.0027475	0.9351349	//	1
	107		0.0488604	0.0027115	0.0025205	0			0.0026245	0.0025795	0.9407036	//	1
	108		0.0445642	0.0024415	0.002434	0			0.0025125	0.002297	0.9457508	//	1
	109		0.0526812	0.002716	0.002753	0			0.0028365	0.0027665	0.9362468	//	1
	110		0.0486238	0.0023985	0.002526	0			0.0025655	0.0024805	0.9414057	//	1
	111		0.0549236	0.002497	0.002641	0			0.0024775	0.002535	0.9349259	//	1
	112		0.0460083	0.0033265	0.0034485	0			0.003438	0.0035445	0.9402342	//	1
	113		0.0484842	0.003708	0.003485	0			0.0033905	0.0033375	0.9375948	//	1
	114		0.0512902	0.00363		0.003862	0			0.003569	0.004192	0.9334568	//	1
	115		0.020729	0.0018915	0.001911	0			0.001929	0.0019725	0.971567	//	1
	116		0			0			0			0			0			0			1			//	1
	117		0.0331888	0.0030325	0.003005	0			0.003132	0.0033225	0.9543192	//	1
	118		0.0441385	0.004221	0.0041075	0			0.0040005	0.0040955	0.939437	//	1
	119		0.0090719	0.0034675	0.003439	0			0.0037015	0.00358		0.9767401	//	1
	120		0.0111354	0.0040675	0.0038965	0			0.00386		0.0040245	0.9730161	//	1
	121		0.0110633	0.00415		0.003879	0			0.004005	0.0040105	0.9728922	//	1
	122		0.0138932	0.0050275	0.005601	0			0.0049945	0.0051425	0.9653413	//	1
	123		0.0164544	0.006303	0.006249	0			0.0059585	0.0060415	0.9589936	//	1
	124		0.0172526	0.0061025	0.0066995	0			0.0064825	0.00655		0.9569129	//	1
	125		0.0178828	0.0066675	0.0062455	0			0.0066345	0.006907	0.9556627	//	1
	126		0.0173775	0.0068995	0.0063305	0			0.006599	0.0063045	0.956489	//	1
	127		0.0198008	0.0067685	0.007371	0			0.0078		0.0074225	0.9508372	//	1
	128		0.0144521	0.005647	0.005356	0			0.0054825	0.0050755	0.9639869	//	1
	129		0.0144683	0.0052875	0.0056465	0			0.005578	0.005448	0.9635717	//	1
	130		0			0.0076145	0.007743	0			0.00734		0.0076025	0.9697		//	1
	131		0			0.008034	0.007926	0			0.007751	0.008105	0.968184	//	1
	132		0			0.0072225	0.007342	0			0.0072045	0.007143	0.971088	//	1
	133		0			0.0075155	0.007934	0			0.0080225	0.0081635	0.9683645	//	1
	134		0			0.0079375	0.008387	0			0.0082165	0.0081815	0.9672775	//	1
	135		0			0.0046275	0.0044165	0			0.00479		0.0046225	0.9815435	//	1
	136		0			0			0			0			0			0			1			//	1
