//############################################################
//# -- INTERNATIONAL GAMING CENTER NETWORK
//# -- www.igc-network.com
//# -- (C) 2010-2014 IGC-Network (R)
//# ---------------------------------------------------------
//# -- Modify if you know what you do only!
//# -- File is a part of IGCN Group MuOnline Server files.
//############################################################

// Options for 380lvl Items (Only in PvP):
// 0) None
// 1) Attack Success Rate increase
// 2) Additional Damage
// 3) Defense Success Rate increase
// 4) Defensive Skill
// 5) Max HP increase
// 6) Max SD increase
// 7) SD Auto Recovery
// 8) SD Recovery Rate increase

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
0
// -- Swords -------------------------------------------
	0		22		2		200		1		10		0
	0		23		2		200		1		10		0
	0		35		2		200		1		10		0
// -- Maces and Scepters -------------------------------
	2		14		2		200		1		10		0
// -- Bows and Crossbows -------------------------------
	4		21		2		200		1		10		0
// -- Staff and Sticks ---------------------------------
	5		12		2		200		1		10		0
	5		19		2		200		1		10		0
// -- Helmets ------------------------------------------
	7		29		8		20		3		10		0
	7		30		8		20		3		10		0
	7		31		8		20		3		10		0
	7		33		8		20		3		10		0
	7		43		8		20		3		10		0
	7		73		8		20		3		10		0
// -- Armors -------------------------------------------
	8		29		7		0		3		10		0
	8		30		7		0		3		10		0
	8		31		7		0		3		10		0
	8		32		7		0		3		10		0
	8		33		7		0		3		10		0
	8		43		7		0		3		10		0
	8		73		7		0		3		10		0
// -- Pants --------------------------------------------
	9		29		4		200		3		10		0
	9		30		4		200		3		10		0
	9		31		4		200		3		10		0
	9		32		4		200		3		10		0
	9		33		4		200		3		10		0
	9		43		4		200		3		10		0
	9		73		4		200		3		10		0
// -- Gloves -------------------------------------------
	10		29		5		200		3		10		0
	10		30		5		200		3		10		0
	10		31		5		200		3		10		0
	10		32		5		200		3		10		0
	10		33		5		200		3		10		0
	10		43		5		200		3		10		0
// -- Boots --------------------------------------------
	11		29		6		700		3		10		0
	11		30		6		700		3		10		0
	11		31		6		700		3		10		0
	11		32		6		700		3		10		0
	11		33		6		700		3		10		0
	11		43		6		700		3		10		0
	11		73		6		700		3		10		0
end


// Halloween Event options			
// 0 - No Option 
// 1 - Attack Speed Increase +%d
// 2 - Damage +%d
// 3 - Defense +%d
// 4 - Max HP Increase +%d
// 5 - Max Mana Increase +%d

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
1			
	14		46		1		10		0		10		1800
	14		47		2		25		0		10		1800
	14		48		3		100		0		10		1800
	14		49		4		500		0		10		1800
	14		50		5		500		0		10		1800
end

// 부분유료화 사용 옵션

//#define 6  경험치 추가획득 +%d%
//#define 7  아이템 추가획득확률 증가 +%d%
//#define 8  경험치 획득 불가
// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
2			
	13		43		6		150		0		0		0
	13		44		6		200		7		150		0
	13		45		8		0		0		0		0
	13		59		16		0		0		0		0
	13		93		6		150		0		0		0
	13		94		6		200		7		150		0
end


// PC방 포인트 시스템 사용 옵션 (해외 버전 사용하지 않음)

//#define 6  경험치 추가획득 +%d%
//#define 7  아이템 추가획득확률 증가 +%d%
//#define 8  경험치 획득 불가
// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
3
//	13		43		6		150		0		0		1200
//	13		44		6		200		7		150		1200
//	13		45		8		0		0		0		1200
end

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
4
	14		72		1		15		0		0		0
end



// 부분유료화 사용 옵션 : 비약
// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
5			
	14		78		9		50		0		0		864000
	14		79		10		50		0		0		864000
	14		80		11		50		0		0		864000
	14		81		12		50		0		0		864000
	14		82		13		50		0		0		864000
end


// 해외 벚꽃이벤트 사용 옵션

// 0 - No Option
// 1 - Attack Speed Increase +%d
// 2 - Damage +%d
// 3 - Defense +%d
// 4 - Max HP Increase +%d
// 5 - Max Mana Increase +%d

// =====================================================
// Group	ID		Type1	Rise1	Type2	Rise2	Time
// =====================================================
// -----------------------------------------------------
6
	14		85		5		700		0		10		1800
	14		86		4		700		0		10		1800
	14		87		2		40		0		10		1800
end

// 4차과금 사용 옵션 (신규인장)

// 0  - No Option
// 1  - Attack Speed Increase +%d
// 2  - Damage +%d (General Damage/HP)
// 3  - Defense +%d
// 4  - Max HP Increase +%d
// 5  - Max Mana Increase +%d
// 6  - 경험치 추가획득 +%d%
// 7  - 아이템 추가획득확률 증가 +%d%
// 8  - 경험치 획득 불가
// 9  - Strength Increase
// 10 -  Agility Increase
// 11 -  Stamina Increase
// 12 -  Energy Increase
// 13 -  Command Increase
// 14 -  General Damage Increase
// 15 -  Horse Power Increase
// 16 -  M Key Can move to map
// 51 -  Damage +%d% (General Damage/HP)
// 52 -  Absorb incoming Damage +%d% 
